case_id,gps_nac_adopter,survey_source,home,state,age_binned,educ_binned,f1,f2,trig1,trig3,trig2,trig4,n1,n2,n3,f3,f4,cijm1,cijm2,cijm3,cns1,cns2,cns4,vb1,vb2,vb3,va1,va2,va3,vt1,vt2,vt3,ve1,ve2,ve4,vo1,vo2,vo3,pn1,pn2,pn3,e2,bte7,bb1,bb2,bb3,bte8,be13,be10,co3,be11,m3,bo15,bte9,pbc7,pbc9,m2,pbc3,m4,pbc5,m1,tru5,tr1,tr2,tr3,dep1,dep2,dep3,m6,suit1,suit2,o3,sn1,sn4,sn5,dv1,dv2,dv3,dv4,dv7,int_q1,int_q2,int_q3,int_q4,int_q5,int_q6,int_q7,tr_gov,tr_comp,tr_trade,tr_util,tr_online,tr_frfam,tr_neighb,tr_envorg,tr_univ,inv_neighfr,inv_party,inv_onlinecust,inv_onlinevideo,inv_reviews,inv_facebk,inv_govtweb,winter_nopv_binned,summer_nopv_binned,bills,power,stance,social,econ,cityyrs_binned,hmyrs_1_text,sqft_binned,gender,people_tot_3plus,have_kids,employ_1,employ_2,employ_5,retired,financial,income_binned
762,true,true,1,1,4,2,false,false,false,false,false,false,false,false,false,0,false,5,5,4,2,2,3,4,4,3,5,2,2,5,5,3,1,1,3,2,3,3,1,1,3,1,3,3,2,3,2,1,1,1,1,5,4,4,3,5,5,5,4,3,3,5,5,5,4,2,5,5,5,5,5,5,3,3,3,4,4,1,1,1,2,1,1,1,2,1,2,1,2,1,3,2,5,4,1,1,5,1,2,2,1,1,2,,,4,1,5,5,5,6,10,2,1,false,0,false,false,false,true,99,95
763,true,true,1,2,2,2,true,false,false,false,false,false,false,false,false,0,false,3,3,3,3,3,1,5,5,5,5,4,5,5,5,3,1,4,3,3,3,4,98,4,4,4,4,98,98,98,4,98,3,3,98,98,98,2,5,5,98,5,98,5,98,4,5,5,2,98,4,4,4,98,5,2,4,2,4,3,4,1,98,1,3,1,1,1,1,1,1,3,3,3,3,4,4,4,3,3,5,1,5,1,3,1,2,4,4,3,2,97,98,98,7,0,1,1,false,0,true,false,false,false,2,2
764,true,true,1,1,1,1,false,true,false,true,false,false,false,false,false,0,false,4,4,4,3,3,3,3,3,3,4,4,5,3,4,3,3,4,3,3,3,4,3,4,4,4,5,4,4,5,5,4,5,5,4,2,2,2,3,98,98,4,98,5,2,3,2,2,3,3,3,3,1,1,1,1,3,1,4,4,4,4,3,98,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,2,2,2,3,2,11,11,5,4,1,1,2,3,5,1,1,true,1,false,true,false,false,3,1
765,true,true,1,4,2,1,false,false,false,true,true,false,false,false,false,0,false,3,3,4,4,4,2,3,5,5,5,5,5,5,5,5,1,5,5,5,5,5,3,3,5,98,98,98,98,98,3,98,98,98,98,98,98,98,1,98,98,98,98,98,98,4,4,5,3,98,5,4,1,98,1,1,5,1,5,4,4,2,3,1,1,1,1,1,2,1,1,3,3,3,3,3,5,4,3,3,1,1,1,1,1,1,1,6,6,5,2,3,3,3,5,20,1,1,false,0,true,false,false,false,2,3
766,true,true,1,4,3,2,true,true,false,true,true,false,false,false,false,0,false,4,4,4,2,2,2,5,5,4,5,4,5,5,5,4,3,3,3,3,3,4,4,5,5,5,4,3,4,4,4,4,4,98,3,2,2,2,4,98,98,98,98,4,98,4,4,4,4,98,4,4,2,2,2,2,98,3,98,4,4,3,3,1,3,3,3,4,4,4,4,4,3,3,2,1,4,4,3,4,5,3,1,2,1,1,3,5,6,3,4,3,3,3,4,7,1,1,false,0,true,false,false,false,2,95
767,true,true,1,3,1,4,true,true,true,true,false,false,true,true,true,1,true,4,5,5,3,3,3,5,5,4,4,3,4,4,4,2,3,3,2,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,3,3,3,2,3,2,4,4,3,4,2,2,1,1,1,1,4,2,5,4,3,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,2,2,3,4,5,4,4,4,4,4,4,5,7,3,1,3,2,3,3,15,3,1,true,1,true,false,false,false,1,5
768,true,true,1,1,1,1,true,true,false,false,false,false,false,false,false,0,false,3,5,5,2,2,2,3,5,3,5,4,5,5,5,5,3,3,3,2,4,2,3,2,4,3,4,3,2,3,3,3,4,3,3,2,2,3,1,3,98,4,3,3,3,5,4,5,5,3,4,4,2,98,2,1,3,2,3,5,5,4,5,3,5,5,5,5,5,5,5,4,4,4,4,4,5,5,4,4,5,5,4,5,3,3,4,3,4,3,1,3,3,3,7,40,3,1,false,0,true,false,false,false,2,2
769,true,true,1,4,3,3,true,true,true,true,false,true,true,true,true,1,true,3,5,5,5,5,3,5,5,5,5,3,3,5,5,4,3,4,3,5,5,5,4,3,4,3,3,5,3,5,1,1,1,1,3,3,3,3,3,5,5,5,5,5,5,5,3,5,5,1,4,5,1,1,1,1,5,3,5,4,3,4,5,5,5,5,5,5,5,5,5,1,1,1,1,3,3,3,3,3,3,3,1,2,4,1,2,5,9,3,1,4,98,98,5,21,3,0,false,0,false,false,false,true,2,5
770,true,true,1,1,4,3,true,true,false,true,true,false,false,false,false,0,false,4,4,4,3,2,3,3,3,3,5,4,5,5,5,5,1,1,3,3,2,2,2,2,3,5,98,4,98,3,98,98,98,2,2,98,4,4,4,98,98,4,98,98,4,5,5,5,4,98,5,5,98,98,98,3,1,2,3,4,4,4,4,2,3,2,3,4,4,4,4,2,2,2,3,3,4,4,2,2,5,4,4,4,2,1,2,3,5,4,3,4,4,4,7,15,3,0,false,0,false,false,false,true,1,3
771,true,true,1,3,2,2,true,true,true,true,false,false,true,false,true,1,false,4,3,3,3,3,4,1,1,1,3,3,4,3,5,5,4,4,3,3,2,2,1,1,1,1,4,1,1,4,3,98,4,98,3,3,2,2,5,98,98,5,4,2,4,4,4,4,4,98,4,2,1,1,1,2,3,1,4,5,5,4,4,2,3,3,3,3,4,1,4,3,2,2,2,3,4,4,2,2,4,4,4,4,4,4,4,5,8,3,2,5,5,5,4,10,4,0,false,0,false,false,false,true,1,4
772,true,true,1,1,3,3,true,true,false,true,true,true,false,false,false,0,false,3,3,3,2,2,3,4,4,2,4,4,4,4,5,4,2,3,2,3,3,5,4,4,4,5,4,4,4,4,3,3,3,3,4,3,2,3,5,98,2,3,98,5,3,4,4,4,2,4,3,2,1,1,1,2,2,2,4,5,5,3,4,1,4,3,3,3,4,3,4,4,2,2,2,3,4,3,3,4,5,4,4,3,3,1,3,,,3,2,4,4,3,5,1,2,0,true,0,false,true,false,false,4,2
773,true,true,1,1,2,3,true,false,false,false,false,false,false,false,false,0,false,3,3,2,3,3,3,4,4,3,4,3,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,3,2,3,3,3,3,4,2,2,2,2,2,2,2,2,3,2,2,2,3,4,4,3,4,4,2,4,3,4,2,3,,,3,2,4,4,4,2,5,2,0,true,1,true,false,false,false,2,5
774,true,true,1,4,1,3,true,true,true,true,true,false,true,true,true,1,false,3,3,3,3,3,3,5,2,1,2,3,4,5,4,5,4,4,4,4,4,4,3,3,5,4,4,98,98,4,3,98,98,98,3,4,3,98,3,98,98,5,98,3,3,5,4,4,4,98,5,5,1,1,1,1,98,3,3,3,4,1,4,2,3,3,1,1,4,3,3,3,1,1,1,2,4,3,2,2,2,1,2,1,3,1,3,5,8,3,1,4,98,3,1,10,4,0,true,1,true,false,false,false,1,4
775,true,true,1,1,3,1,true,false,false,false,false,false,false,false,false,1,false,4,4,4,3,3,4,5,5,4,5,4,4,5,5,4,4,3,1,2,1,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,3,4,4,3,3,2,3,3,3,4,3,3,3,2,3,3,3,3,4,4,4,1,2,2,3,3,5,4,3,3,3,3,2,2,2,2,2,5,5,3,2,4,4,4,5,20,4,1,false,0,false,false,false,true,2,1
776,true,true,1,3,3,2,true,true,true,true,true,true,true,true,true,1,true,4,4,4,4,4,3,5,5,4,5,5,5,5,5,5,3,4,2,5,4,4,5,4,4,5,4,5,4,5,4,4,2,4,4,2,2,3,3,2,3,5,4,5,4,4,4,4,4,3,4,4,1,1,1,1,4,1,4,4,3,4,4,3,5,5,5,5,5,5,5,2,3,4,4,3,3,3,3,3,4,4,3,3,2,1,1,3,3,4,1,4,4,4,3,10,1,1,false,0,false,false,false,true,1,1
777,true,true,1,3,3,2,true,true,true,true,false,false,true,true,false,1,false,5,4,5,3,4,4,3,0,0,4,4,3,4,5,5,1,2,2,2,3,4,3,1,3,1,1,1,2,2,1,2,2,3,2,3,2,2,2,3,4,5,3,3,3,5,5,5,5,3,5,5,1,1,1,1,3,2,4,5,5,4,4,3,5,5,5,5,5,1,5,3,2,3,3,4,5,5,1,2,5,3,5,3,5,5,3,3,6,3,3,5,5,5,1,20,3,0,true,1,true,false,false,false,1,5
778,true,true,1,4,2,3,false,false,false,false,false,false,false,false,false,0,false,5,5,4,3,3,5,4,4,2,5,4,5,5,5,4,2,4,2,3,5,4,3,4,5,5,5,98,98,98,5,98,98,98,98,5,4,98,2,98,98,98,5,98,5,5,5,5,5,98,4,98,1,1,1,4,98,1,5,5,5,5,3,2,3,1,2,1,2,2,2,2,2,2,2,4,5,5,4,5,5,4,4,4,1,1,1,4,3,2,1,97,96,96,8,5,3,1,false,0,false,true,false,false,1,5
779,true,true,1,3,1,4,true,true,false,true,true,false,false,false,false,1,false,4,4,4,2,2,3,3,4,3,4,3,4,4,5,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,3,2,4,4,5,3,1,3,4,3,3,3,3,4,4,1,2,1,2,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,1,2,3,2,3,2,2,2,3,5,10,3,1,3,4,2,3,15,4,1,true,1,false,true,false,false,1,5
780,true,true,1,3,3,2,true,false,false,true,false,false,false,false,true,1,false,2,3,3,2,2,2,4,4,3,4,3,3,5,5,5,3,3,2,2,2,3,4,4,4,3,2,4,3,4,3,3,3,4,2,4,4,2,5,4,98,98,4,3,3,5,3,4,4,2,4,4,1,1,1,1,3,1,3,4,4,1,1,1,2,1,2,1,2,2,1,3,1,1,1,3,4,3,1,2,3,3,3,2,3,1,2,5,8,3,1,4,3,4,2,1,3,0,false,0,false,false,false,false,2,3
781,true,true,1,1,2,1,true,true,true,true,false,false,false,false,false,0,false,2,2,4,3,2,2,4,4,4,4,4,4,5,5,3,4,3,3,4,4,3,4,5,5,3,4,5,3,4,5,5,5,4,4,1,4,2,2,3,3,3,3,3,2,3,4,4,5,5,2,2,2,1,1,1,5,3,4,4,5,5,5,98,5,5,5,5,5,5,5,2,3,2,2,2,5,5,3,3,3,4,3,3,3,4,3,4,3,2,2,97,98,98,5,3,2,1,true,0,true,false,false,false,2,3
782,true,true,1,1,3,2,true,false,false,true,false,false,true,false,false,0,false,4,4,3,4,4,4,5,5,5,4,3,5,5,5,4,4,2,2,4,5,5,1,3,1,4,1,3,2,3,1,1,2,3,3,1,4,3,4,3,3,4,3,4,3,4,4,4,3,2,4,4,1,2,3,1,3,3,4,4,4,3,3,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,3,3,1,1,1,1,1,4,7,3,3,97,98,98,4,2,3,95,false,0,true,false,false,false,99,95
783,true,true,2,2,1,4,false,true,false,true,true,false,false,true,false,1,true,4,4,4,3,3,4,4,4,4,4,4,4,5,5,4,2,4,3,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,2,4,2,1,2,3,4,2,3,2,3,4,3,5,4,4,2,2,2,2,1,4,2,5,3,4,3,3,3,5,4,4,4,5,5,5,4,2,2,2,3,5,4,3,3,4,5,3,3,4,1,4,7,7,3,2,3,3,3,3,20,1,1,true,1,true,false,false,false,1,4
784,true,true,1,3,1,1,true,true,false,true,false,false,true,true,false,1,false,5,3,4,5,5,4,3,5,3,4,3,5,5,5,3,3,3,4,3,3,2,4,4,4,4,5,5,4,5,4,5,5,5,4,1,2,2,2,2,4,4,4,5,2,4,3,3,5,3,3,4,1,1,1,1,4,1,4,4,3,3,4,4,4,4,4,5,5,5,5,1,2,2,3,4,4,3,3,3,2,1,5,5,2,2,1,5,8,3,1,4,4,4,4,10,2,1,true,1,false,true,false,false,2,1
785,true,true,1,2,1,2,true,true,false,true,false,false,false,false,false,0,false,5,5,5,3,3,3,5,5,5,5,5,5,4,5,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,98,98,4,98,4,98,98,98,98,98,3,5,5,5,5,98,4,4,1,1,1,1,5,1,5,5,5,5,5,98,5,5,4,5,5,5,5,4,4,4,3,4,5,5,4,5,5,5,3,3,4,4,5,5,3,5,2,2,1,2,1,3,1,1,false,0,true,false,false,false,2,1
786,true,true,2,4,1,4,true,true,false,false,false,false,true,false,true,0,false,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,4,4,3,4,3,4,4,4,4,3,4,2,2,2,3,3,3,4,3,3,3,4,3,4,3,3,4,4,3,3,3,2,3,2,3,4,3,4,4,3,4,4,4,4,5,4,5,3,2,2,2,3,4,4,3,3,3,3,4,4,3,2,3,6,4,4,1,2,2,2,1,7,3,1,true,0,true,false,false,false,1,5
787,true,true,1,3,2,2,false,true,false,false,false,false,false,true,true,1,true,4,5,4,2,3,3,5,5,5,5,5,5,5,5,4,3,3,3,4,5,3,5,3,3,4,98,4,3,4,4,3,3,3,4,3,4,2,4,98,98,5,3,4,3,5,3,5,3,98,3,4,1,2,1,3,98,98,98,5,4,3,2,3,4,4,4,4,4,4,5,2,3,3,3,4,4,4,4,3,5,4,4,3,3,2,3,5,7,3,1,3,3,3,1,10,4,1,false,0,true,false,false,false,1,95
788,true,true,1,1,3,4,true,true,false,true,true,false,true,true,true,1,false,4,5,4,4,4,4,4,4,3,5,4,4,4,5,4,2,3,3,4,4,4,5,4,4,5,2,4,5,5,4,4,4,4,5,1,1,1,1,4,2,4,3,3,2,5,2,5,2,4,2,2,1,1,1,1,4,1,4,4,4,4,4,4,3,4,2,2,5,5,5,5,4,4,5,5,5,4,4,4,5,4,4,3,5,4,5,7,8,4,3,2,2,2,5,35,3,0,true,1,true,false,false,false,1,4
789,true,true,1,1,1,3,true,true,true,true,true,true,true,true,true,1,true,4,3,4,4,4,5,4,4,4,4,4,5,5,5,5,4,5,4,5,4,5,5,5,4,4,4,4,4,5,3,4,4,4,4,1,3,5,3,4,5,4,5,5,4,4,4,3,4,4,4,3,2,4,4,3,4,5,5,5,4,5,5,5,4,5,5,4,4,4,5,4,3,3,4,4,4,4,3,4,4,4,3,3,4,4,5,9,6,4,1,3,3,3,6,40,1,1,true,1,true,false,false,false,1,3
790,true,true,1,2,1,1,true,true,false,true,false,false,false,false,false,0,false,4,4,4,4,4,4,5,5,4,3,4,3,5,5,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,5,3,5,3,3,4,3,4,4,4,4,5,4,3,3,4,3,3,2,2,4,2,4,5,5,5,5,3,5,4,4,5,4,3,4,3,2,2,2,3,4,4,3,4,5,5,3,4,3,4,4,4,3,3,1,3,1,5,3,10,1,0,false,0,true,false,false,false,2,2
791,true,true,1,4,2,2,true,true,false,true,false,false,false,false,false,1,false,4,3,3,4,4,4,4,4,3,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,3,4,4,3,4,5,3,4,5,4,2,3,2,1,4,3,4,2,4,3,2,3,3,4,4,3,4,2,2,2,2,4,2,3,3,4,4,4,3,5,5,3,4,5,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,98,98,5,20,4,0,true,1,true,false,false,false,2,4
792,true,true,1,4,1,4,true,true,true,true,true,false,true,true,true,0,false,4,4,4,3,2,4,3,3,2,3,3,3,5,4,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1,4,2,3,2,2,2,2,2,4,3,2,2,3,3,3,3,2,3,3,5,9,4,2,5,5,5,2,3,4,0,true,1,true,false,false,false,3,2
793,true,true,1,2,4,1,false,false,false,true,true,true,false,false,false,1,false,4,4,3,3,2,3,5,4,5,5,3,5,5,5,4,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,98,98,3,3,3,1,2,1,1,1,2,1,1,3,2,1,2,2,2,2,3,3,3,2,1,1,1,1,1,1,1,7,7,4,1,90,96,96,8,10,2,1,false,0,false,false,false,true,1,95
794,true,true,1,3,2,1,true,false,false,false,false,false,false,false,false,0,false,3,4,3,2,3,3,5,5,5,5,5,5,5,5,5,1,1,1,1,3,4,2,4,4,4,4,4,4,5,4,5,4,4,4,2,2,2,3,3,3,4,3,3,3,4,4,4,4,4,2,2,1,1,1,1,4,1,4,4,4,3,3,2,4,2,2,2,3,4,4,2,2,2,2,2,3,3,3,3,3,3,3,3,4,3,2,2,4,3,1,97,98,98,2,2,1,1,false,0,false,false,false,true,1,1
795,true,true,1,4,2,1,true,true,false,true,false,true,false,false,false,0,false,5,5,5,3,3,3,3,3,3,4,3,5,4,5,4,3,3,4,4,5,3,3,2,5,3,4,3,3,4,3,3,4,3,3,2,2,2,2,3,3,5,3,5,3,5,5,5,4,3,4,5,1,1,1,1,3,3,4,4,3,3,4,1,3,1,1,2,2,2,2,3,3,3,3,3,5,4,1,2,5,5,3,1,4,3,1,6,6,3,4,3,3,3,3,40,4,1,false,0,true,false,false,false,1,3
796,true,true,1,3,1,4,false,true,false,false,false,false,true,false,false,1,true,4,4,3,1,2,1,5,5,5,5,5,5,3,5,3,3,3,2,2,2,4,5,5,5,5,4,5,4,5,4,3,4,4,4,2,1,1,2,3,3,3,4,4,2,4,2,4,2,4,2,3,1,1,1,1,5,1,5,5,5,5,5,3,5,5,1,5,5,5,5,3,3,3,3,3,4,4,4,3,5,5,5,5,5,3,3,6,5,3,5,1,1,2,2,30,3,1,false,0,true,false,false,false,2,4
797,true,true,1,2,3,2,false,false,false,true,false,true,false,true,false,0,false,5,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,4,3,5,5,4,5,5,5,5,5,98,4,4,5,3,4,4,3,2,2,4,5,4,4,5,3,5,3,4,5,5,2,4,4,4,98,3,4,1,4,3,4,4,3,2,4,1,2,1,2,2,3,3,2,4,3,3,3,5,4,3,4,4,4,1,3,3,2,1,3,2,2,3,2,3,3,4,8,1,2,0,true,1,true,false,false,false,2,5
798,true,true,1,2,4,4,true,false,true,false,false,false,true,true,false,0,false,5,5,4,2,2,4,5,4,4,4,2,1,5,5,5,3,1,3,2,2,3,3,3,3,5,98,98,98,3,98,2,98,2,2,98,4,3,5,4,98,5,4,4,4,4,5,5,4,98,4,5,98,98,98,4,2,5,1,4,3,3,3,1,4,2,2,1,3,3,3,4,3,3,4,3,4,4,4,4,5,3,4,2,1,1,4,6,5,3,3,3,4,3,7,8,4,1,false,0,false,false,true,false,1,3
799,true,true,1,2,4,1,false,false,false,true,true,true,false,false,false,0,false,5,4,4,3,4,3,4,5,4,5,4,4,5,5,5,3,4,4,4,4,3,3,4,5,5,4,5,4,4,4,3,5,3,4,3,4,2,3,3,3,4,4,4,4,4,4,5,4,3,3,4,3,3,3,2,3,2,4,4,4,3,4,2,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,3,4,3,4,4,4,4,4,5,3,5,1,4,4,4,8,15,1,0,false,0,false,false,false,true,2,1
800,true,true,1,3,2,4,false,true,false,false,false,false,false,false,false,0,false,3,3,3,2,2,2,4,4,4,3,3,3,5,5,3,4,3,3,3,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,2,3,2,3,3,98,5,4,5,2,4,2,4,4,3,4,4,1,2,1,2,3,2,3,4,4,98,98,2,3,3,4,2,5,3,3,4,3,3,3,4,5,4,4,4,4,4,4,4,4,3,4,4,8,3,2,4,4,4,2,15,1,1,false,0,true,false,false,false,2,3
801,true,true,1,1,2,3,false,true,false,true,false,false,false,false,false,0,false,4,4,4,4,3,3,3,3,2,4,3,4,4,4,3,2,2,2,4,4,4,2,3,3,3,4,3,2,4,3,3,3,2,2,4,3,3,4,98,98,4,98,98,2,3,4,4,2,98,2,2,3,4,4,2,3,2,3,4,4,3,4,2,3,3,1,3,4,2,4,3,3,3,3,3,4,4,3,3,4,2,4,4,3,1,1,5,6,3,3,3,3,3,2,5,4,1,false,0,true,false,false,false,2,95
802,true,true,1,4,2,4,false,false,false,true,false,true,false,false,false,0,false,4,3,3,4,4,4,5,5,5,4,5,5,3,4,4,3,3,3,4,4,4,4,4,4,5,3,4,3,4,4,3,3,3,4,2,2,2,4,4,98,4,4,4,4,4,4,4,4,3,4,4,1,2,1,2,4,98,4,4,4,3,98,2,3,2,3,3,3,4,4,4,2,3,2,2,3,3,4,4,3,3,1,1,3,1,3,4,2,3,3,2,2,2,2,2,1,1,false,0,false,true,false,false,2,2
803,true,true,2,4,1,3,true,true,false,true,false,false,false,false,false,1,false,3,3,3,4,4,4,2,2,2,2,1,3,4,4,5,3,1,5,3,4,5,1,1,2,1,2,2,1,1,2,2,2,2,1,4,4,4,5,4,5,5,4,4,4,5,4,4,4,2,5,5,4,5,4,2,4,2,98,2,4,98,4,2,4,3,3,4,5,2,5,1,2,2,3,3,4,2,1,1,1,1,4,4,4,1,1,2,1,3,1,4,3,5,1,10,2,0,false,0,true,false,false,false,1,4
804,true,true,1,2,3,3,false,true,false,true,false,false,false,false,false,1,false,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,3,3,3,4,4,5,4,5,5,5,2,5,5,5,5,4,3,4,4,1,1,2,4,2,2,2,3,2,2,2,4,4,4,4,2,4,2,2,2,1,4,2,4,5,5,4,5,3,4,5,4,4,5,5,5,2,2,4,3,4,4,4,4,4,5,5,5,4,4,2,4,4,3,4,1,3,3,3,5,20,3,1,false,0,false,false,false,true,1,4
805,true,true,2,1,2,2,true,false,false,false,false,false,false,false,true,0,false,2,2,2,4,4,2,4,5,3,5,5,5,5,5,4,2,2,3,2,2,4,4,4,4,5,98,4,98,3,4,3,98,98,98,98,3,98,3,2,98,98,98,4,98,4,4,4,4,98,4,4,2,98,98,1,98,2,3,4,4,2,3,2,3,1,2,1,1,4,1,1,1,1,1,2,4,2,3,2,3,1,3,2,3,3,2,6,8,3,3,3,3,3,3,6,2,1,false,0,false,false,false,false,4,1
806,true,true,1,4,4,4,true,true,true,true,true,false,true,true,true,1,true,5,4,3,4,4,4,4,5,3,3,5,5,5,5,5,4,4,4,4,4,5,3,3,3,4,2,4,4,4,3,2,3,4,3,2,1,2,2,2,3,4,4,3,4,4,4,4,4,3,4,2,2,2,2,2,4,2,4,4,4,3,4,2,4,4,2,2,4,3,4,1,2,2,2,2,3,2,2,3,4,1,1,1,4,1,3,5,7,4,2,4,3,5,3,15,3,0,false,0,false,false,false,true,1,4
807,true,true,1,3,1,4,true,true,false,false,false,true,false,false,true,0,false,3,4,4,5,4,5,5,5,4,5,5,5,5,5,5,1,3,3,4,4,4,3,3,2,4,4,4,98,3,4,4,5,4,3,1,2,3,2,3,4,5,3,2,4,4,5,5,5,3,5,4,1,1,1,1,4,1,4,5,5,3,4,2,4,4,3,5,5,4,4,3,4,5,2,4,5,3,4,4,4,2,3,3,2,1,4,4,4,4,5,3,3,3,5,70,4,0,true,1,true,false,false,false,1,4
808,true,true,1,4,2,2,true,true,false,true,true,false,true,true,true,0,false,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,5,5,5,5,98,5,5,5,5,5,98,98,5,1,98,98,98,5,5,5,3,5,5,5,5,98,3,98,98,98,1,1,98,1,5,5,5,98,5,98,5,5,5,5,5,5,5,4,3,3,4,3,3,3,4,4,5,5,5,4,4,4,5,2,1,4,4,3,4,4,3,20,2,0,true,0,true,false,false,false,3,2
809,true,true,1,2,1,2,true,true,true,true,false,false,true,true,true,0,false,5,4,4,4,4,4,5,5,5,3,5,5,4,5,3,1,4,1,3,3,4,4,4,5,3,4,4,5,4,4,98,98,98,5,2,2,2,1,98,98,98,3,98,3,4,3,4,5,4,3,3,98,98,98,2,4,2,4,3,3,5,5,98,5,4,3,5,5,5,5,2,2,2,1,3,4,4,3,4,5,3,2,2,3,3,2,3,3,4,3,3,96,2,1,4,1,1,true,1,false,false,true,false,3,2
810,true,true,1,4,1,3,false,true,false,true,false,false,false,false,true,1,false,4,4,5,2,2,3,2,2,3,3,3,3,4,4,3,3,2,2,3,3,2,3,2,3,3,2,2,2,3,4,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,5,2,2,2,3,3,3,3,3,3,2,2,2,2,3,2,1,2,2,3,1,1,2,2,2,4,2,1,1,3,2,2,2,2,2,2,7,9,4,1,4,4,4,2,10,4,1,true,1,false,false,true,false,1,5
811,true,true,1,1,2,3,true,true,true,false,false,false,true,false,true,1,false,3,3,4,2,3,4,5,5,5,5,5,5,5,5,5,2,4,2,5,5,5,5,5,4,5,4,5,4,4,4,3,5,5,4,1,3,1,5,3,4,5,3,5,3,4,4,5,5,3,2,2,3,3,3,1,5,1,5,5,5,5,5,2,4,5,5,5,5,5,5,2,5,4,4,5,5,5,5,5,5,4,5,4,5,5,5,8,10,3,3,1,1,1,4,2,4,1,true,1,false,true,false,false,2,1
812,true,true,1,4,2,3,true,true,true,true,false,true,true,true,true,1,false,2,3,2,5,3,5,4,4,4,5,5,4,5,4,3,1,1,1,5,5,5,4,5,5,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,5,3,2,5,5,5,4,5,3,4,4,1,1,1,1,4,2,5,4,4,3,3,3,5,5,5,5,5,5,5,2,2,2,2,2,3,2,2,4,4,1,5,3,4,1,2,,,3,2,90,2,4,6,40,4,1,false,0,false,false,true,false,1,95
813,true,true,1,1,4,4,true,true,true,true,true,true,true,true,true,1,false,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,4,5,4,4,5,5,4,5,5,4,1,1,2,5,1,1,1,1,5,3,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,3,1,1,1,1,1,1,1,1,1,6,6,3,2,4,4,4,8,10,4,1,false,0,false,false,false,true,3,1
814,true,true,1,2,1,1,true,true,false,false,false,false,false,false,false,0,false,4,4,4,3,2,3,4,4,3,5,5,4,4,5,3,3,4,2,4,4,3,3,3,3,5,4,3,3,4,4,3,5,3,4,1,2,2,5,3,3,4,2,4,2,4,2,3,2,3,3,3,3,2,3,2,4,2,4,4,5,2,3,1,4,4,3,4,3,2,3,4,4,3,3,2,4,4,2,2,4,2,3,2,2,1,4,3,5,5,4,3,4,3,7,2,2,1,true,1,false,false,false,false,2,2
815,true,true,1,1,4,3,false,false,false,true,false,false,false,false,false,0,false,4,4,4,3,4,4,4,5,3,5,4,5,5,5,5,5,3,1,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,2,1,2,1,3,3,3,4,3,3,3,3,4,4,3,4,5,4,3,3,2,2,4,6,6,3,1,4,4,4,8,5,2,0,false,0,false,false,false,true,2,4
