"Source:<All>"

"Created: Month","F2F_CC","Created at location","Service","Enquiry Type","Total contact","Postcode trunc"
"Apr","F2F","Armley","Benefits","Applications and Changes",4,"LS9 "
"Apr","F2F","Armley","Benefits","Applications and Changes",1,"LS26"
"Apr","F2F","Armley","Benefits","Applications and Changes",2,"DN23"
"Apr","F2F","Armley","Benefits","Applications and Changes",1,"LS27"
"Apr","F2F","Armley","Benefits","Applications and Changes",10,"LS11"
"Apr","F2F","Armley","Benefits","Applications and Changes",12,"LS28"
"Apr","F2F","Armley","Benefits","Applications and Changes",2,"LS8 "
"Apr","F2F","Armley","Benefits","Applications and Changes",9,"LS7 "
"Apr","F2F","Armley","Benefits","Applications and Changes",10,"LS6 "
"Apr","F2F","Armley","Benefits","Applications and Changes",6,"LS5 "
"Apr","F2F","Armley","Benefits","Applications and Changes",2,"LS10"
"Apr","F2F","Armley","Benefits","Reception",1,"LS13"
"Apr","F2F","Armley","Benefits","Reception",6,"LS12"
"Apr","F2F","Armley","Benefits","Reception",1," NFA"
"Apr","F2F","Armley","Benefits","Reception",1,"LS11"
"Apr","F2F","Armley","Children & Young Peoples Services","Advice",3,"LS12"
"Apr","F2F","Armley","Children & Young Peoples Services","Advice",1,"LS13"
"Apr","F2F","Armley","Children & Young Peoples Services","Permits",1,"LS12"
"Apr","F2F","Armley","Customer Services","Reception",1,"LS9 "
"Apr","F2F","Armley","Customer Services","Reception",4," NFA"
"Apr","F2F","Armley","Customer Services","Reception",1,"LS16"
"Apr","F2F","Armley","Customer Services","Reception",14,"LS13"
"Apr","F2F","Armley","Customer Services","Reception",90,"LS12"
"Apr","F2F","Armley","Customer Services","Reception",1,"LS6 "
"Apr","F2F","Armley","Customer Services","Reception",1,"LS11"
"Apr","F2F","Armley","Customer Services","Welfare Rights",7," NFA"
"Apr","F2F","Armley","Customer Services","Welfare Rights",5,"LS13"
"Apr","F2F","Armley","Customer Services","Welfare Rights",22,"LS12"
"Apr","F2F","Armley","Democratic Services","Reception",1,"LS12"
"Apr","F2F","Armley","Education Leeds","Contact Centre",1,"LS12"
"Apr","F2F","Armley","Education Leeds","Education Services",2,"LS12"
"Apr","F2F","Armley","Education Leeds","Reception",1,"LS10"
"Apr","F2F","Armley","Education Leeds","Reception",1,"LS11"
"Apr","F2F","Armley","HEAS","Enforcement",1,"NULL"
"Apr","F2F","Armley","HEAS","Enforcement",1,"LS12"
"Apr","F2F","Armley","HEAS","Environmental Health",1,"LS12"
"Apr","F2F","Armley","HEAS","Landlords",1,"LS12"
"Apr","F2F","Armley","HEAS","Pest Control",3,"LS12"
"Apr","F2F","Armley","HEAS","Reception",1," NFA"
"Apr","F2F","Armley","Highways and Transportation","Footpaths",1,"LS12"
"Apr","F2F","Armley","Highways and Transportation","Footpaths",1,"NULL"
"Apr","F2F","Armley","Highways and Transportation","General Information",1,"LS13"
"Apr","F2F","Armley","Highways and Transportation","Reception",1,"LS12"
"Apr","F2F","Armley","Highways and Transportation","Roads",1,"NULL"
"Apr","F2F","Armley","Housing - ALMO","Adaptations",2,"LS13"
"Apr","F2F","Armley","Housing - ALMO","Adaptations",3,"LS12"
"Apr","F2F","Armley","Housing - ALMO","Anti-Social Behaviour",2,"LS12"
"Apr","F2F","Armley","Housing - ALMO","Customer Relations",2,"LS12"
"Apr","F2F","Armley","Housing - ALMO","Customer Relations",2,"LS13"
"Apr","F2F","Armley","Housing - ALMO","Estate Management",1,"LS10"
"Apr","F2F","Armley","Housing - ALMO","Estate Management",31,"LS12"
"Apr","F2F","Armley","Housing - ALMO","Estate Management",4,"LS13"
"Apr","F2F","Armley","Housing - ALMO","Housing Application",5,"LS28"
"Apr","F2F","Armley","Housing - ALMO","Housing Application",365,"LS12"
"Apr","F2F","Armley","Housing - ALMO","Housing Application",7,"LS14"
"Apr","F2F","Armley","Housing - ALMO","Housing Application",2,"DN14"
"Apr","F2F","Armley","Housing - ALMO","Housing Application",1,"DN7 "
"Apr","F2F","Armley","Housing - ALMO","Housing Application",2,"HG3 "
"Apr","F2F","Armley","Housing - ALMO","Housing Application",13,"LS11"
"Apr","F2F","Armley","Housing - ALMO","Housing Application",2,"LS23"
"Apr","F2F","Armley","Housing - ALMO","Housing Application",1,"LS27"
"Apr","F2F","Armley","Housing - ALMO","Housing Application",30,"LS13"
"Apr","F2F","Armley","Housing - ALMO","Housing Application",1,"LS21"
"Apr","F2F","Armley","Housing - ALMO","Housing Application",4,"LS10"
"Apr","F2F","Armley","Housing - ALMO","Housing Application",1,"LS17"
"Apr","F2F","Armley","Housing - ALMO","Housing Application",40," NFA"
"Apr","F2F","Armley","Housing - ALMO","Housing Application",1,"WF10"
"Apr","F2F","Armley","Housing - ALMO","Housing Application",1,"SE9 "
"Apr","F2F","Armley","Housing - ALMO","Housing Application",5,"LS9 "
"Apr","F2F","Armley","Housing - ALMO","Housing Application",2,"BD3 "
"Apr","F2F","Armley","Housing - ALMO","Housing Application",3,"LS8 "
"Apr","F2F","Armley","Housing - ALMO","Housing Application",5,"LS7 "
"Apr","F2F","Armley","Housing - ALMO","Housing Application",8,"LS6 "
"Apr","F2F","Armley","Housing - ALMO","Housing Application",2,"BD4 "
"Apr","F2F","Armley","Housing - ALMO","Housing Application",3,"LS5 "
"Apr","F2F","Armley","Housing - ALMO","Housing Application",3,"LS4 "
"Apr","F2F","Armley","Housing - ALMO","LASBT ALMO",7,"LS12"
"Apr","F2F","Armley","Housing - ALMO","Letting Homes",3,"LS13"
"Apr","F2F","Armley","Housing - ALMO","Letting Homes",1,"LS7 "
"Apr","F2F","Armley","Housing - ALMO","Letting Homes",20,"LS12"
"Apr","F2F","Armley","Housing - ALMO","Letting Homes",1,"LS18"
"Apr","F2F","Armley","Housing - ALMO","Modernisation",16,"LS12"
"Apr","F2F","Armley","Housing - ALMO","Modernisation",1," NFA"
"Apr","F2F","Armley","Housing - ALMO","Modernisation",1,"LS13"
"Apr","F2F","Armley","Housing - ALMO","Property Management",2,"LS11"
"Apr","F2F","Armley","Housing - ALMO","Property Management",1,"LS28"
"Apr","F2F","Armley","Housing - ALMO","Property Management",89,"LS12"
"Apr","F2F","Armley","Housing - ALMO","Property Management",1,"LS18"
"Apr","F2F","Armley","Housing - ALMO","Property Management",1," NFA"
"Apr","F2F","Armley","Housing - ALMO","Property Management",8,"LS13"
"Apr","F2F","Armley","Housing - ALMO","Property Management",1,"LS17"
"Apr","F2F","Armley","Housing - ALMO","Reception",5," NFA"
"Apr","F2F","Armley","Housing - ALMO","Reception",1,"LS13"
"Apr","F2F","Armley","Housing - ALMO","Reception",13,"LS12"
"Apr","F2F","Armley","Housing - ALMO","Regeneration",2,"LS12"
"Apr","F2F","Armley","Housing - ALMO","Rent",2,"LS11"
"Apr","F2F","Armley","Housing - ALMO","Rent",1," NFA"
"Apr","F2F","Armley","Housing - ALMO","Rent",11,"LS13"
"Apr","F2F","Armley","Housing - ALMO","Rent",137,"LS12"
"Apr","F2F","Armley","Housing - ALMO","Rent",2,"LS16"
"Apr","F2F","Armley","Housing - ALMO","Repairs",2,"LS18"
"Apr","F2F","Armley","Housing - ALMO","Repairs",323,"LS12"
"Apr","F2F","Armley","Housing - ALMO","Repairs",3,"LS28"
"Apr","F2F","Armley","Housing - ALMO","Repairs",1,"LS5 "
"Apr","F2F","Armley","Housing - ALMO","Repairs",2,"LS7 "
"Apr","F2F","Armley","Housing - ALMO","Repairs",1," NFA"
"Apr","F2F","Armley","Housing - ALMO","Repairs",1,"LS14"
"Apr","F2F","Armley","Housing - ALMO","Repairs",26,"LS13"
"Apr","F2F","Armley","Leeds Housing Options","Care of Family or Friends",4,"LS12"
"Apr","F2F","Armley","Leeds Housing Options","Care of Family or Friends",1,"LS28"
"Apr","F2F","Armley","Leeds Housing Options","Care of Family or Friends",1,"LS13"
"Apr","F2F","Armley","Leeds Housing Options","Local Authority Tenancy Issue",3,"LS12"
"Apr","F2F","Armley","Leeds Housing Options","Private Rented Tenancy Issue",1,"LS6 "
"Apr","F2F","Armley","Leeds Housing Options","Private Rented Tenancy Issue",7,"LS12"
"Apr","F2F","Armley","Leeds Housing Options","Reception",1,"LS17"
"Apr","F2F","Armley","Leeds Housing Options","Reception",2," NFA"
"Apr","F2F","Armley","Leeds Housing Options","Reception",2,"LS13"
"Apr","F2F","Armley","Leeds Housing Options","Reception",1,"LS28"
"Apr","F2F","Armley","Leeds Housing Options","Reception",2,"LS12"
"Apr","F2F","Armley","Legal Licensing & Registration","Electoral Services",1," NFA"
"Apr","F2F","Armley","Legal Licensing & Registration","Electoral Services",2,"LS12"
"Apr","F2F","Armley","Legal Licensing & Registration","Reception",1,"LS8 "
"Apr","F2F","Armley","Legal Licensing & Registration","Reception",1,"LS13"
"Apr","F2F","Armley","Legal Licensing & Registration","Reception",1," NFA"
"Apr","F2F","Armley","Legal Licensing & Registration","Registrars",16,"LS12"
"Apr","F2F","Armley","Legal Licensing & Registration","Registrars",1,"LS17"
"Apr","F2F","Armley","Legal Licensing & Registration","Registrars",8,"LS13"
"Apr","F2F","Armley","Legal Licensing & Registration","Registrars",1,"LS8 "
"Apr","F2F","Armley","Legal Licensing & Registration","Registrars",1,"LS11"
"Apr","F2F","Armley","Legal Licensing & Registration","Registrars",1,"LS6 "
"Apr","F2F","Armley","Legal Licensing & Registration","Registrars",11," NFA"
"Apr","F2F","Armley","Libraries Arts & Heritage","Libraries",4," NFA"
"Apr","F2F","Armley","Partners and Other Agencies","Advocacy",1,"LS27"
"Apr","F2F","Armley","Partners and Other Agencies","Advocacy",6," NFA"
"Apr","F2F","Armley","Partners and Other Agencies","Advocacy",4,"LS12"
"Apr","F2F","Armley","Partners and Other Agencies","Central Government",1,"LS27"
"Apr","F2F","Armley","Partners and Other Agencies","Central Government",14,"LS12"
"Apr","F2F","Armley","Partners and Other Agencies","Central Government",2,"LS13"
"Apr","F2F","Armley","Partners and Other Agencies","Central Government",28," NFA"
"Apr","F2F","Armley","Partners and Other Agencies","Central Government",1,"LS16"
"Apr","F2F","Armley","Partners and Other Agencies","Finance",2,"LS12"
"Apr","F2F","Armley","Partners and Other Agencies","Health",3," NFA"
"Apr","F2F","Armley","Partners and Other Agencies","Health",1,"LS13"
"Apr","F2F","Armley","Partners and Other Agencies","Other",1,"LS11"
"Apr","F2F","Armley","Partners and Other Agencies","Other",13,"LS12"
"Apr","F2F","Armley","Partners and Other Agencies","Other",3,"LS13"
"Apr","F2F","Armley","Partners and Other Agencies","Reception",1,"LS27"
"Apr","F2F","Armley","Partners and Other Agencies","Reception",2," NFA"
"Apr","F2F","Armley","Partners and Other Agencies","Reception",1,"LS12"
"Apr","F2F","Armley","Partners and Other Agencies","Utilities",2," NFA"
"Apr","F2F","Armley","Partners and Other Agencies","Utilities",2,"LS12"
"Apr","F2F","Armley","Planning & Sustainable Development","Planning Services",1,"LS12"
"Apr","F2F","Armley","Resources & Strategy","Home Ownership Team",1," NFA"
"Apr","F2F","Armley","Resources & Strategy","Home Ownership Team",3,"LS12"
"Apr","F2F","Armley","Revenues","CTax",2,"LS28"
"Apr","F2F","Armley","Revenues","CTax",3,"LS11"
"Apr","F2F","Armley","Revenues","CTax",19,"LS13"
"Apr","F2F","Armley","Revenues","CTax",1,"LS17"
"Apr","F2F","Armley","Revenues","CTax",2,"LS7 "
"Apr","F2F","Armley","Revenues","CTax",1,"YO23"
"Apr","F2F","Armley","Revenues","CTax",1,"LS2 "
"Apr","F2F","Armley","Revenues","CTax",149,"LS12"
"Apr","F2F","Armley","Revenues","Reception",1," NFA"
"Apr","F2F","Armley","Revenues","Sundry Debtors Account",1,"LS28"
"Apr","F2F","Armley","Revenues","Sundry Debtors Account",2,"LS12"
"Apr","F2F","Armley","Streetscene Services","Bin Movements",1,"LS28"
"Apr","F2F","Armley","Streetscene Services","Bin Movements",1,"LS13"
"Apr","F2F","Armley","Streetscene Services","Bin Movements",1,"LS14"
"Apr","F2F","Armley","Streetscene Services","Bin Movements",6,"LS12"
"Apr","F2F","Armley","Streetscene Services","Civic Amenities",1,"BD11"
"Apr","F2F","Armley","Streetscene Services","Civic Amenities",11,"LS12"
"Apr","F2F","Armley","Streetscene Services","Civic Amenities",1,"LS6 "
"Apr","F2F","Armley","Streetscene Services","Civic Amenities",1,"LS5 "
"Apr","F2F","Armley","Streetscene Services","Civic Amenities",1,"LS27"
"Apr","F2F","Armley","Streetscene Services","Civic Amenities",1,"LS23"
"Apr","F2F","Armley","Streetscene Services","Illegal Dumping",1,"NULL"
"Apr","F2F","Armley","Streetscene Services","Litter",1,"NULL"
"Apr","F2F","Armley","Streetscene Services","Miscellaneous Street Scene",1,"LS18"
"Apr","F2F","Armley","Streetscene Services","Missed Bin Collection",1,"LS12"
"Apr","F2F","Armley","Streetscene Services","Reception",1," NFA"
"Apr","F2F","Armley","Streetscene Services","Reception",1,"LS10"
"Apr","F2F","Chapeltown JSC","Adult Social Care","Customer Relations",1,"LS7 "
"Apr","F2F","Chapeltown JSC","Adult Social Care","Information",2,"LS7 "
"Apr","F2F","Chapeltown JSC","Adult Social Care","Permits",1,"LS7 "
"Apr","F2F","Chapeltown JSC","Adult Social Care","Permits",1,"LS5 "
"Apr","F2F","Chapeltown JSC","Adult Social Care","Permits",1,"LS17"
"Apr","F2F","Chapeltown JSC","Adult Social Care","Referral",1,"LS7 "
"Apr","F2F","Chapeltown JSC","Adult Social Care","Signposting",1,"LS8 "
"Apr","F2F","Chapeltown JSC","Benefits","Advice and Information",54,"LS7 "
"Apr","F2F","Chapeltown JSC","Benefits","Advice and Information",1,"LS11"
"Apr","F2F","Chapeltown JSC","Benefits","Advice and Information",20,"LS8 "
"Apr","F2F","Chapeltown JSC","Benefits","Advice and Information",3,"LS9 "
"Apr","F2F","Chapeltown JSC","Benefits","Advice and Information",3,"LS12"
"Apr","F2F","Chapeltown JSC","Benefits","Advice and Information",1,"LS13"
"Apr","F2F","Chapeltown JSC","Benefits","Advice and Information",1,"LS14"
"Apr","F2F","Chapeltown JSC","Benefits","Advice and Information",3,"LS16"
"Apr","F2F","Chapeltown JSC","Benefits","Advice and Information",7,"LS17"
"Apr","F2F","Chapeltown JSC","Benefits","Advice and Information",1,"LS27"
"Apr","F2F","Chapeltown JSC","Benefits","Advice and Information",1,"LS4 "
"Apr","F2F","Chapeltown JSC","Benefits","Advice and Information",1,"LS6 "
"Apr","F2F","Chapeltown JSC","Benefits","Applications and Changes",1,"LS3 "
"Apr","F2F","Chapeltown JSC","Benefits","Applications and Changes",23,"LS9 "
"Apr","F2F","Chapeltown JSC","Benefits","Applications and Changes",3,"NULL"
"Apr","F2F","Chapeltown JSC","Benefits","Applications and Changes",1,"LS25"
"Apr","F2F","Chapeltown JSC","Benefits","Applications and Changes",14,"LS12"
"Apr","F2F","Chapeltown JSC","Benefits","Applications and Changes",24,"LS17"
"Apr","F2F","Chapeltown JSC","Benefits","Applications and Changes",2,"LS13"
"Apr","F2F","Chapeltown JSC","Benefits","Applications and Changes",3,"LS10"
"Apr","F2F","Chapeltown JSC","Benefits","Applications and Changes",174,"LS7 "
"Apr","F2F","Chapeltown JSC","Benefits","Applications and Changes",3,"LS28"
"Apr","F2F","Chapeltown JSC","Benefits","Applications and Changes",103,"LS8 "
"Apr","F2F","Chapeltown JSC","Benefits","Applications and Changes",3,"LS2 "
"Apr","F2F","Chapeltown JSC","Benefits","Applications and Changes",6,"LS6 "
"Apr","F2F","Chapeltown JSC","Benefits","Applications and Changes",5,"LS11"
"Apr","F2F","Chapeltown JSC","Children & Young Peoples Services","Request for Service",1,"LS7 "
"Apr","F2F","Chapeltown JSC","Customer Services","Reception",2,"LS8 "
"Apr","F2F","Chapeltown JSC","Customer Services","Reception",2,"LS12"
"Apr","F2F","Chapeltown JSC","Customer Services","Welfare Rights",1,"LS14"
"Apr","F2F","Chapeltown JSC","Customer Services","Welfare Rights",4,"LS7 "
"Apr","F2F","Chapeltown JSC","Customer Services","Welfare Rights",1,"LS8 "
"Apr","F2F","Chapeltown JSC","Customer Services","Welfare Rights",1," NFA"
"Apr","F2F","Chapeltown JSC","Customer Services","Welfare Rights",1,"LS17"
"Apr","F2F","Chapeltown JSC","HEAS","Enforcement",1,"LS7 "
"Apr","F2F","Chapeltown JSC","Highways and Transportation","Gulleys",1," NFA"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Adaptations",2,"LS7 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Estate Management",1,"LS17"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Estate Management",2,"LS8 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Estate Management",4,"LS7 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Housing Application",1," NFA"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Housing Application",2,"HX4 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Housing Application",2,"LS16"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Housing Application",1,"LS15"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Housing Application",75,"LS8 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Housing Application",1,"LS5 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Housing Application",9,"LS17"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Housing Application",123,"LS7 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Housing Application",1,"WF15"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Housing Application",6,"LS12"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Housing Application",2,"LS11"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Housing Application",1,"S70 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Housing Application",8,"LS9 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","LASBT ALMO",2,"LS7 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","LASBT Private",3,"LS17"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Letting Homes",1," NFA"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Letting Homes",4,"LS7 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Modernisation",5,"LS7 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Property Management",1,"S70 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Property Management",2,"LS17"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Property Management",13,"LS7 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Property Management",3,"LS8 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Rent",1,"LS8 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Rent",2,"LS17"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Rent",3,"LS12"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Rent",13,"LS7 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Repairs",9,"LS8 "
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Repairs",6,"LS12"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Repairs",3,"LS11"
"Apr","F2F","Chapeltown JSC","Housing - ALMO","Repairs",102,"LS7 "
"Apr","F2F","Chapeltown JSC","Leeds Housing Options","Local Authority Tenancy Issue",1,"LS7 "
"Apr","F2F","Chapeltown JSC","Leeds Housing Options","Private Rented Tenancy Issue",1,"LS7 "
"Apr","F2F","Chapeltown JSC","Leeds Housing Options","Reception",1,"LS9 "
"Apr","F2F","Chapeltown JSC","Leeds Housing Options","Reception",1," NFA"
"Apr","F2F","Chapeltown JSC","Leeds Housing Options","Reception",1,"LS7 "
"Apr","F2F","Chapeltown JSC","Libraries Arts & Heritage","Reception",3," NFA"
"Apr","F2F","Chapeltown JSC","Partners and Other Agencies","Central Government",2," NFA"
"Apr","F2F","Chapeltown JSC","Partners and Other Agencies","Other",1,"LS7 "
"Apr","F2F","Chapeltown JSC","Partners and Other Agencies","Reception",1," NFA"
"Apr","F2F","Chapeltown JSC","Revenues","CTax",2,"LS12"
"Apr","F2F","Chapeltown JSC","Revenues","CTax",1,"LS13"
"Apr","F2F","Chapeltown JSC","Revenues","CTax",2,"LS16"
"Apr","F2F","Chapeltown JSC","Revenues","CTax",6,"LS17"
"Apr","F2F","Chapeltown JSC","Revenues","CTax",1,"LS28"
"Apr","F2F","Chapeltown JSC","Revenues","CTax",52,"LS7 "
"Apr","F2F","Chapeltown JSC","Revenues","CTax",21,"LS8 "
"Apr","F2F","Chapeltown JSC","Revenues","CTax",2,"LS9 "
"Apr","F2F","Chapeltown JSC","Revenues","CTax",3,"LS11"
"Apr","F2F","Chapeltown JSC","Revenues","Sundry Debtors Account",2,"LS8 "
"Apr","F2F","Chapeltown JSC","Revenues","Sundry Debtors Account",2,"LS7 "
"Apr","F2F","Chapeltown JSC","Revenues","Sundry Debtors Account",2,"LS12"
"Apr","F2F","Chapeltown JSC","Streetscene Services","Bin Movements",2,"LS8 "
"Apr","F2F","Chapeltown JSC","Streetscene Services","Civic Amenities",5,"LS7 "
"Apr","F2F","Chapeltown JSC","Streetscene Services","Civic Amenities",1,"LS4 "
"Apr","F2F","Chapeltown JSC","Streetscene Services","Civic Amenities",2,"LS18"
"Apr","F2F","Chapeltown JSC","Streetscene Services","Civic Amenities",1," NFA"
"Apr","F2F","Chapeltown JSC","Streetscene Services","Gulleys - Cleansing",2,"NULL"
"Apr","F2F","Chapeltown JSC","Streetscene Services","Miscellaneous Street Scene",1,"BD10"
"Apr","F2F","Chapeltown JSC","Streetscene Services","Miscellaneous Street Scene",1," NFA"
"Apr","F2F","Chapeltown JSC","Streetscene Services","Miscellaneous Street Scene",1,"LS13"
"Apr","F2F","Dewsbury Road","Adult Social Care","Information",1," NFA"
"Apr","F2F","Dewsbury Road","Adult Social Care","Information",2,"LS11"
"Apr","F2F","Dewsbury Road","Adult Social Care","Permits",6," NFA"
"Apr","F2F","Dewsbury Road","Adult Social Care","Permits",1,"LS27"
"Apr","F2F","Dewsbury Road","Adult Social Care","Permits",14,"LS11"
"Apr","F2F","Dewsbury Road","Adult Social Care","Permits",4,"LS10"
"Apr","F2F","Dewsbury Road","Adult Social Care","Refer to Other Agency",1,"LS2 "
"Apr","F2F","Dewsbury Road","Adult Social Care","Refer to Other Agency",2,"LS10"
"Apr","F2F","Dewsbury Road","Adult Social Care","Refer to Other Agency",2,"LS11"
"Apr","F2F","Dewsbury Road","Adult Social Care","Refer to Other Agency",1," NFA"
"Apr","F2F","Dewsbury Road","Adult Social Care","Referral",3,"LS11"
"Apr","F2F","Dewsbury Road","Adult Social Care","Referral",2,"LS10"
"Apr","F2F","Dewsbury Road","Adult Social Care","Signposting",1,"LS12"
"Apr","F2F","Dewsbury Road","Adult Social Care","Signposting",1,"LS25"
"Apr","F2F","Dewsbury Road","Adult Social Care","Signposting",1,"LS7 "
"Apr","F2F","Dewsbury Road","Adult Social Care","Signposting",5,"LS10"
"Apr","F2F","Dewsbury Road","Adult Social Care","Signposting",14,"LS11"
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",1,"LS2 "
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",1,"LS26"
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",3,"LS27"
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",325,"LS11"
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",1,"LS16"
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",1,"LS5 "
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",5,"LS6 "
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",41,"LS10"
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",1,"LS7 "
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",3,"LS17"
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",3,"LS8 "
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",14," NFA"
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",6,"LS9 "
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",1,"BD11"
"Apr","F2F","Dewsbury Road","Benefits","Advice and Information",1,"LS12"
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",2,"LS16"
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",1,"LS14"
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",12,"LS12"
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",94,"LS10"
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",3,"BD11"
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",7,"LS13"
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",29," NFA"
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",8,"NULL"
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",677,"LS11"
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",15,"LS8 "
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",25,"LS9 "
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",8,"WF3 "
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",11,"LS7 "
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",12,"LS6 "
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",1,"LS3 "
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",7,"LS27"
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",2,"LS25"
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",2,"LS22"
"Apr","F2F","Dewsbury Road","Benefits","Applications and Changes",1,"LS17"
"Apr","F2F","Dewsbury Road","Children & Young Peoples Services","Advice",3,"LS11"
"Apr","F2F","Dewsbury Road","Children & Young Peoples Services","Advice",1,"LS26"
"Apr","F2F","Dewsbury Road","Children & Young Peoples Services","Permits",1,"LS23"
"Apr","F2F","Dewsbury Road","Children & Young Peoples Services","Reception",1,"LS8 "
"Apr","F2F","Dewsbury Road","Children & Young Peoples Services","Reception",1,"LS11"
"Apr","F2F","Dewsbury Road","Children & Young Peoples Services","Request for Service",6,"LS10"
"Apr","F2F","Dewsbury Road","Children & Young Peoples Services","Request for Service",7,"LS11"
"Apr","F2F","Dewsbury Road","Communications","Press and Media",1," NFA"
"Apr","F2F","Dewsbury Road","Community Safety","Hate Crime Reporting",1," NFA"
"Apr","F2F","Dewsbury Road","Customer Services","Customer Relations",1,"LS11"
"Apr","F2F","Dewsbury Road","Customer Services","Reception",11," NFA"
"Apr","F2F","Dewsbury Road","Customer Services","Reception",1,"LS10"
"Apr","F2F","Dewsbury Road","Customer Services","Reception",5,"LS11"
"Apr","F2F","Dewsbury Road","Customer Services","Reception",1,"LS25"
"Apr","F2F","Dewsbury Road","Customer Services","Reception",1,"LS12"
"Apr","F2F","Dewsbury Road","Customer Services","Welfare Rights",2,"LS10"
"Apr","F2F","Dewsbury Road","Customer Services","Welfare Rights",2," NFA"
"Apr","F2F","Dewsbury Road","Customer Services","Welfare Rights",11,"LS11"
"Apr","F2F","Dewsbury Road","Education Leeds","Education Services",2," NFA"
"Apr","F2F","Dewsbury Road","Education Leeds","Reception",2," NFA"
"Apr","F2F","Dewsbury Road","HEAS","Animal Issues",2,"LS11"
"Apr","F2F","Dewsbury Road","HEAS","Bus Lane Enforcement",1,"LS10"
"Apr","F2F","Dewsbury Road","HEAS","Car Parking",2," NFA"
"Apr","F2F","Dewsbury Road","HEAS","Car Parking",1,"LS15"
"Apr","F2F","Dewsbury Road","HEAS","Car Parking",8,"LS11"
"Apr","F2F","Dewsbury Road","HEAS","Car Parking",1,"LS10"
"Apr","F2F","Dewsbury Road","HEAS","Enforcement",1," NFA"
"Apr","F2F","Dewsbury Road","HEAS","Environmental Health",1,"NULL"
